CARGO_ID,COLABORADOR_ID,DS_CARGO,DS_LOTACAO,DS_PERIODO,DS_ATIVIDADES,PERCENTUAL,DT_INICIO,DT_FIM,LOTACAO_ID,TIPO_CARGO_ID,TIPO_CARGO_ESPEC_ID,ID_REPRESENTACAO,TERMO_POSSE,TERM_ATTACH_MIMETYPE,TERM_ATTACH_FILENAME,TERM_ATTACH_CHARSET,TERM_ATTACH_LAST_UPDATE,CARGO_ATTACH,CARGO_ATTACH_MIMETYPE,CARGO_ATTACH_FILENAME,CARGO_ATTACH_CHARSET,CARGO_ATTACH_LAST_UPDATE
179,177,"Reembolso Médico, Medicamento e Laudo Médico ",,02/07/2017,"Realizar e conferir o reembolso médico e medicamentos; Realizar conferências e cadastro dos laudos médicos; Atender aos Beneficiários via telefone, presencial e/ou e-mail; Prestar auxílio na contratação da Rede Direta e prospecção de novos contratos de prestadores de serviço; Auxiliar e contribuir com o cumprimento da legislação dos Planos de Saúde Suplementar e Regulamentos Assistenciais; Executar, controlar, manter atualizado e organizado o arquivo de documentos e informações dos Planos Assistenciais para atender aos padrões de qualidade da CELOS; Conferir os registros de remessa dos documentos com o conteúdo (protocolo), aplicando as normas e legislações em vigor, para assegurar o seu recebimento e encaminhamento aos responsáveis pelo processo correspondente; Identificar oportunidades de melhoria, monitorando, pesquisando e analisando os processos da área, utilizando instrumentos, sistemas, indicadores e normas da CELOS, para contribuir com a sustentabilidade dos Planos Assistenciais; Encaminhar para análise da auditoria médica; Devolver os documentos originais e/ou com inconsistências aos Beneficiários;  Conferir e realizar o fechamento quinzenal dos reembolsos; Realizar o suporte para os chamados abertos via CRM; Prestar auxílio na contratação da rede direta e prospecção de novos contratos de prestadores de serviço; Auxiliar e contribuir com o cumprimento da legislação dos Planos de Saúde Suplementar e Regulamentos Assistenciais; e Realizar outras atividades compatíveis com a função, quando solicitado pelo gestor ou Entidade. ",1,02/07/17,,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
157,173,Back Office de Investimentos I,,01/06/2017 - atual,"Responsável pela guarda e gestão de documentos relacionados aos investimentos, bem como atualização do sistema Celosinvest;Elaborar propostas de respostas aos questionamentos da PREVIC, auditorias externa e interna, Órgãos Estatutários e Participantes, quando solicitado pela Gerência; Elaborar e enviar informações à contabilidade para o registro das aplicações, resgates e rendimentos; Auxiliar no acompanhamento do fluxo de caixa realizado e previsto das carteiras dos Planos administrados pela CELOS; Controlar a entrada e a saída de recursos e vencimentos de ativos das carteiras e fundos exclusivos da CELOS, informando a gerência para que sejam tomadas as medidas necessárias, quando necessário;Acompanhar a atuação dos gestores externos e a prestação de serviços terceirizados relacionados ao back office; Acompanhar o enquadramento dos ativos; Acompanhar, fornecer informações e apresentar documentos para responder questionamentos em auditorias na área; Manter atualizada a matriz de riscos da área de investimentos para identificar, mensurar e controlar riscos; Elaborar relatórios para os Órgãos Estatutários sobre os andamentos dos investimentos; Pesquisar e tabular dados econômicos e financeiros mensalmente a fim de gerar base de dados para análise de investimentos; Controlar e acompanhar os contratos e documentação dos imóveis, bem como locação, manutenção, condomínio, entre outros, e/ou prestador de serviço gestor dos imóveis; Realizar a geração de relatórios periódicos sob responsabilidade da DVGI; Encaminhar os pagamentos de prestadores de serviços de investimentos para tesouraria, após validação;Realizar a gestão de contratos de prestadores relacionados à DVGI e controle orçamentário das rubricas de investimento; Auxiliar no acompanhamento da liquidez dos Planos, informando à gerência para que sejam tomadas as medidas necessárias, quando necessário; Acompanhar e validar as atividades do Administrador e Custodiante das carteiras da CELOS, informando à gerência para que sejam tomadas as medidas necessárias, quando necessário; Operacionalizar o processo de aplicações e resgates, observando os compromissos de pagamento; Auxiliar na operacionalização das operações em plataforma eletrônica (ex. plataforma CETIP) e junto às corretoras de valores; Auxiliar no processamento de dados para apuração, validação e divulgação da rentabilidade dos Planos; Auxiliar no processamento do sistema de envio de informações de investimentos para Contabilidade (ex. Mitra), replicando as informações de investimentos e envio para Contabilidade; Realizar a gestão da carteira de imóveis; e Realizar outras atividades compatíveis com a função, quando solicitado pelo gestor ou Entidade. ",1,01/06/17,,7,1,,,[unsupported data type],,,,,[unsupported data type],,,,
310,226,Faturamento Rede Direta e Atendimento (CRM) ,,,"Carregar o faturamento postado pelos prestadores da Rede Direta, por meio do autorizador da CELOS; Consistir e analisar no sistema de gestão o movimento de contas médicas; Executar o processo e recursos de glosas; Analisar e proceder à auditoria operacional dos movimentos dos prestadores de serviços em saúde - Rede Indireta; Finalizar o processo e encaminhar as Notas Fiscaisecibos para pagamento; Atender Beneficiários e Prestadores via telefone, CRM, presencial e/ou e-mail, fornecendo informações relacionadas a cobrança de procedimentos; Auxiliar e contribuir com o cumprimento da legislação dos Planos de Saúde Suplementar e Regulamentos Assistenciais; Executar, controlar, manter atualizado e organizado o arquivo de documentos e informações dos Planos Assistenciais para atender aos padrões de qualidade da CELOS; Identificar oportunidades de melhoria, monitorando, pesquisando e analisando os processos da área, utilizando instrumentos, sistemas, indicadores e normas da CELOS, para contribuir com a sustentabilidade dos Planos Assistenciais; Conferir a coparticipação médica; Prestar auxílio à rede direta quanto à cobrança de procedimentos e recursos de glosas; Disponibilizar comprovantes de rendimentos para fins de IR dos prestadores de serviços; Executar, controlar, manter atualizado e organizado o arquivo de documentos e informações dos Planos Assistenciais para atender aos padrões de qualidade da CELOS; Conferir os registros de remessa dos documentos com o conteúdo (protocolo), aplicando as normas e legislações em vigor, para assegurar o seu recebimento e encaminhamento aos responsáveis pelo processo correspondente; e Realizar outras atividades compatíveis com a função, quando solicitado pelo gestor ou Entidade. ",1,22/06/21,,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
288,250, Faturamento Médico,,,"Realizar o processo de Cargas e Faturas; Consistir no movimento de contas médicas; Analisar, executar e negociar o processo de recursos de glosas; Analisar e proceder a auditoria operacional dos movimentos dos prestadores de serviços em saúde (Rede Indireta); Atualizar as tabelas de diárias, materiais e medicamentos; Conferir coparticipação médica após a finalização das faturas; Finalizar o faturamento; Auxiliar e contribuir com o cumprimento da legislação dos Planos de Saúde Suplementar e Regulamentos Assistenciais; Executar, controlar, manter atualizado e organizado o arquivo de documentos e informações dos Planos Assistenciais para atender aos padrões de qualidade da CELOS; Identificar oportunidades de melhoria, monitorando, pesquisando e analisando os processos da área, utilizando instrumentos, sistemas, indicadores e normas da CELOS, para contribuir com a sustentabilidade dos Planos Assistenciais; Monitorar e controlar as ações de Programa de Promoção e Prevenção à Saúde; Realizar análise e cobranças às Patrocinadoras do Programa de Prevenção e Tratamento do Alcoolismo e outras Drogas (REAJA), Acidente de trabalho, Reciprocidade e Exames Periódicos; e Realizar outras atividades compatíveis com a função, quando solicitado pelo gestor ou Entidade.",1,11/11/20,,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
270,243,,,,"Política geral de administração da entidade e de seus planos de benefícios; alteração de estatuto da entidade e regulamentos dos planos de benefícios previdenciários e assistenciais, bem como a implantação e a extinção deles e a adesão, exclusão e retirada de patrocinadora; política anual de investimentos e plano de aplicação de recursos; autorização de investimentos ou quaisquer outros contratos que envolvam valores iguais ou superiores a cinco por cento dos recursos garantidores; contratação de auditor independente, atuário, avaliador/auditor de gestão financeira e atuarial, observadas as disposições aplicáveis; nomeação e exoneração dos membros da Diretoria-Executiva, respeitando as disposições deste Estatuto; exame, em grau de recurso, das decisões da Diretoria-Executiva; norma para eleição de conselheiros e membros da Diretoria-Executiva; celebração de acordo de acionista, quando for o caso, que venha a assinar com empresas que a CELOS tenha participação; criação de comitês, aprovação de seus regimentos, definição da representatividade dos órgãos estatutários em sua composição e a nomeação de seus membros; aquisição, construção e alienação de imóveis, constituição de ônus ou direitos reais sobre os mesmos, observadas as diretrizes de aplicação dos recursos garantidores dos planos administrados pela CELOS; dação em pagamento e aceitação de doações, subvenções, legados com ou sem encargos; demonstrações financeiras e documentação pertinente às contas e balanço anual, prestação de contas e relatório do exercício, após apreciação do Conselho Fiscal e auditoria; reforma da estrutura administrativa e da política de Recursos Humanos da CELOS; o orçamento anual, alteração e abertura de crédito adicional, mediante proposta fundamentada, desde que definida a fonte de custeio; o plano de custeio e seus planos de benefícios, administrativo, assistencial;  concessão de licença aos membros dos conselhos e da Diretoria-Executiva por período superior a trinta (30) dias e designar o Diretor que o substituirá durante sua ausência; do recebimento de apoio técnico de Patrocinadora; as indicações de que tratam o inciso II do § 1º dos artigos 24 e 31 deste Estatuto, bem como de representantes da CELOS para ocupar cargo em entidade ou empresa na qual tenha participação, observado, nesses casos, o disposto no inciso VII do art. 58 deste Estatuto; os critérios que deverão nortear a atuação dos representantes da CELOS em empresas ou entidades, sempre que entender conveniente; 10 convocação de qualquer integrante da Diretoria-Executiva ou do Conselho Fiscal para participar de reuniões do mesmo. os casos omissos neste Estatuto. Parágrafo único. Além da definição das matérias previstas no caput, compete ao Conselho Deliberativo acompanhar o desempenho da Diretoria-Executiva.",1,09/01/20,31/12/23,,18,1,1,[unsupported data type],application/pdf,Termo de Posse COD 50.pdf,,08/09/20,[unsupported data type],,,,
275,198,Cadastro Previdenciário e Empréstimo,,,"Receber e realizar a conferência da documentação de acordo com os processos, garantindo que todos os documentos e informações necessários estejam corretos e atendam aos requisitos especificados; Organizar a documentação e montar processos, inclusive com numeração das páginas contribuindo, o fluxo do trabalho; Organizar, selecionar documentos e enviar para digitalização; Cadastrar agências bancárias no sistema para contribuir com os processos de pagamento; Inserir e alterar dados cadastrais dos Participantes Ativos e Assistidos, bem como Dependentes nos Planos Previdenciários; Monitorar e controlar o fluxo das atualizações cadastrais; Devolver documentos aos Participantes; Realizar a abertura, fechamento e retorno de chamados registrados no CRM relativos às solicitações dos Participantes Ativos e Assistidos dos Planos Previdenciários; Apoiar o processo de comunicação, contribuindo com a revisão das matérias divulgadas nos canais de comunicação da CELOS; Receber os protocolos via SoftExpert e despachar para digitalização ou áreas competentes; Abrir e controlar os chamados via Help Desk para análise do setor jurídico referente aos processos Previdenciários; Receber e conferir as informações no Termo de Empréstimo para realizar o aceite e liberação da senha; Cadastrar no SoftExpert o processo eletrônico dos pedidos de aposentadoria, pensão e cálculo de joia; Realizar a abertura (primeiro dia útil) e fechamento (quinto dia útil) do Cadastro; Efetivar todos os processos de aposentadoria, pensão e demais alterações de condição de sócio elegíveis durante o período de abertura do Cadastro; Enviar relatório do histórico de condição de sócio referente o fechamento do Cadastro para as devidas áreas; Realizar contato via CRM ou por telefone com Participantes referente às pendências nos processos de aposentadoria, pensão e/ou cálculo de joia; Redigir carta de comunicação de falecimento dos Participantes para a DVGP; Realizar contato com a Patrocinadora para resolução de pendências documentais dos processos (contrato PDI e rescisões); Analisar inconsistências no sistema para auxiliar no fluxo das atividades e comunicar a TI via Help Desk para resolução do problema; Analisar e efetivar as Atualizações Cadastrais dos Participantes; Analisar e atender solicitações do Jurídico da CELOS acerca dos pedidos de pensão alimentícia; Extrair relatórios acerca dos dados dos Planos Previdenciários para o setor ou outras áreas da CELOS; Contatar cartórios para consulta de Certidão de Óbito; e Realizar outras atividades compatíveis com a função, quando solicitado pelo gestor ou Entidade.  ",1,11/06/18,,8,1,,,[unsupported data type],,,,,[unsupported data type],,,,
283,239,Consultor de Relacionamento II,,,"Realizar o atendimento presencial e telefônico, aos Participantes Ativos e Assistidos dos Planos Previdenciários, bem como aos Beneficiários dos Planos Assistenciais da CELOS; Receber, analisar e gerar requerimentos/formulários disponíveis no Autoatendimento relativos aos Planos Previdenciários; Realizar a emissão de documentos disponíveis no Autoatendimento relativos a informações cadastrais, Imposto de Renda e Planos de Saúde; Conferir e distribuir aos Beneficiários os cartões do Plano CELOS Saúde (Rede Unimed e Rede CELOS); Receber e analisar os atestados de matrícula, a fim de efetuar a revalidação dos dependentes universitários dos Beneficiários do Plano CELOS Saúde; Realizar o registro dos atendimentos prestados por meio do Fale Conosco, relativos às solicitações dos Participantes, Assistidos e Pensionistas dos Planos Previdenciários, bem como dos Beneficiários dos Planos Assistenciais; Prestar atendimento aos Participantes Ativos e Assistidos referente ao empréstimo (adiantamento de abono, simulações, renovações e repactuações); Manter atualizado e propor melhorias nos Regulamentos, Manual do Atendente e Cartilhas; Aplicar as políticas de atendimento com o objetivo de melhorar a satisfação dos clientes e a percepção com relação à CELOS; Acompanhar as alterações de legislação (PREVIC e ANS) que resultam em atualizações no Portal, alteração no atendimento prestado e alterações regulamentares, a fim de prestar informações atualizadas aos Participantes e Beneficiários; Interpretar o interesse dos Participantes para sugerir melhorias nos processos operacionais e de atendimento; Prestar suporte à comunicação e revisar as matérias divulgadas nos canais de comunicação da CELOS;  Identificar e propor atualizações no Portal, no CRM e no sistema de malote; Contribuir com a execução do Programa de Educação Financeira e Previdenciária da CELOS; e Realizar outras atividades compatíveis com a função, quando solicitado pelo gestor ou Entidade. ",1,16/10/19,,8,1,,,[unsupported data type],,,,,[unsupported data type],,,,
271,68,ANALISTA DE CONTRATOS,,,"Contratação de Novos prestares na área da Saúde na parte médica, odontológica, farmacias, etc. Gestão dos contratos da Rede Credenciada CELOS.",1,01/09/19,,3,2,,,[unsupported data type],,,,,[unsupported data type],,,,
272,139,Assistente Administrativo,,,"Acompanhamento de indicadores e documentos da área relacionados aos planos assistenciais, Acompanhamento PGA e Orçamento Assistencial, Avaliação Atuarial, Acompanhamento das rotinas relacionadas a regulação assistencial NIP, RPC, TPS, SIB, SIP, Monitoramento, Ressarcimento SUS, Representação CRM, PTA Gestçaoi de contratos administrativos: Consultorias, Tecnologia, Auditorias; Contratos Rede Direta: Efetuar planejamento, acompanhamento e controle das ações envolvidas com a Rede Direta; Contratos Rede Unimed: Controlar e Acompanhar demandas relativas ao custo Auditoria Especializada; Controle Ação Judicial: Acompanhar e atualizar as informações no Sistema Jurídico Fechamento Contábil: Rotina integração, Relatórios, Atendimento Auditoria Contábil; Solicitações COD/COF/DEX: Responder às demandas, acompanhar e atender aos relatório de acompanhamento mensal dos órgãos estatutários; Rede preferencial: Controlar contratos, executar pagamentos;	",1,15/06/15,30/10/19,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
308,158,Credenciamento e Negociação ,,,"Atender obrigações ANS - Agência Nacional de Saúde Suplementar; Executar, controlar e acompanhar o sistema de gestão de contratos da Rede Direta da CELOS; Realizar a negociação com novos prestadores de serviço em saúde; Realizar o cadastro dos novos prestadores nos sistemas de gestão de contratos; Suporte a empresa terceirizada de Gestão de Rede; Realizar treinamentos e dar suporte aos prestadores de serviços da Rede Direta; Realizar visita técnica aos prestadores de serviço; Analisar e acompanhar o dimensionamento da Rede Direta e buscar novos prestadores; Atualizar tabelas médicas e odontológicas no sistema de gestão; Controlar a rede credenciada de acordo com as regras estabelecidas em contratos; Realizar distrato e ou termo aditivo aos prestadores de serviço da Rede Direta; Atualizar dados cadastrais de prestadores de serviços em saúde no sistema de gestão; Comunicar e negociar os reajustes nos contratos vigentes de acordo com a Lei 13.003, de 2014; Atender demandas de novos credenciados; Executar, controlar e acompanhar a rede prestadora (médica, odontológica, farmácia, patrocinadora e reciprocidade); Realizar atendimento aos beneficiários dos Planos Assistenciais, fornecendo esclarecimentos às demandas apresentadas; Realizar controles referentes aos contratos de prestação de serviços de auditoria técnica e consultoria atuarial/jurídica levantando dados para avaliação da qualidade e efetividade dos serviços prestados;  Buscar novos prestadores para minimizar a falta de especialidades na Rede Direta; e Realizar outras atividades compatíveis com a função, quando solicitado pelo gestor ou Entidade. ",1,01/06/21,,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
243,225,Solicitações Médicas ,,,"Realizar a análise das solicitações de autorização de procedimentos médicos (autorizador CELOS e Unimed);Encaminhar as solicitações para as Auditorias Médicas ¿ Auditor CELOS, Auditoria especializada, Junta Médica, Perícia Médica, Médico Assistente, Unimed e/ou Prestadores de serviços; Realizar contato com os Beneficiários informando o motivo da negativa da solicitação (telefone e e-mail);Negociar e realizar a compra e monitoramento de OPME; Analisar, comprar e monitorar as compras de medicamentos oncológicos; Realizar o atendimento da rede prestadora (Rede Direta e Indireta); Realizar o atendimento aos Beneficiários via telefone, presencial, e-mail e/ou CRM, fornecendo informações gerais, como indicação de prestador de serviços Rede Direta ou Indireta, confirmação cadastral, autorizações de acordo com as coberturas contratuais; Contribuir com o cumprimento da legislação dos Planos de Saúde Suplementar e Regulamentos Assistenciais; Executar, controlar, manter atualizado e organizado o arquivo de documentos e informações dos Planos Assistenciais para atender aos padrões de qualidade da CELOS; Conferir os registros de remessa dos documentos com o conteúdo (protocolo), aplicando as normas e legislações em vigor, para assegurar o seu recebimento e encaminhamento aos responsáveis pelo processo correspondente; Identificar oportunidades de melhoria, monitorando, pesquisando e analisando os processos da área, utilizando instrumentos, sistemas, indicadores e normas da CELOS, para contribuir com a sustentabilidade dos Planos Assistenciais; Atender a demanda do jurídico da CELOS referente às ações judiciais; Atender a demanda de NIP (Notificação Intermediação Preliminar); e Realizar outras atividades compatíveis com a função, quando solicitado pelo gestor ou Entidade. ",1,15/05/19,,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
309,224,Faturamento Médico,,,"Realizar o processo de Cargas e Faturas; Consistir no movimento de contas médicas; Analisar, executar e negociar o processo de recursos de glosas; Analisar e proceder a auditoria operacional dos movimentos dos prestadores de serviços em saúde (Rede Indireta); Atualizar as tabelas de diárias, materiais e medicamentos; Conferir coparticipação médica após a finalização das faturas; Finalizar o faturamento; Auxiliar e contribuir com o cumprimento da legislação dos Planos de Saúde Suplementar e Regulamentos Assistenciais; Executar, controlar, manter atualizado e organizado o arquivo de documentos e informações dos Planos Assistenciais para atender aos padrões de qualidade da CELOS; Identificar oportunidades de melhoria, monitorando, pesquisando e analisando os processos da área, utilizando instrumentos, sistemas, indicadores e normas da CELOS, para contribuir com a sustentabilidade dos Planos Assistenciais; Monitorar e controlar as ações de Programa de Promoção e Prevenção à Saúde; Realizar análise e cobranças às Patrocinadoras do Programa de Prevenção e Tratamento do Alcoolismo e outras Drogas (REAJA), Acidente de trabalho, Reciprocidade e Exames Periódicos; e Realizar outras atividades compatíveis com a função, quando solicitado pelo gestor ou Entidade.",1,15/05/19,,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
285,151,,,,"Atividades: I - examinar e dar parecer sobre o balanço anual e os balancetes podendo para tanto, examinar quaisquer demonstrações financeiras, e contábeis, bem como as contas e demais aspectos econômico-financeiros; II - lavrar em livro de ata e pareceres o resultado dos exames procedidos; III - apontar as irregularidades eventualmente verificadas, sugerindo medidas saneadoras e solicitando ao Conselho Deliberativo uma reunião para informá-lo a respeito. IV - emitir semestralmente relatórios de controles internos, que contemplem: 12 a) conclusões dos exames efetuados, sobre a aderência da gestão dos recursos garantidores dos planos de benefícios às normas em vigor e à política de investimentos, a aderência das premissas e hipóteses atuariais e a execução orçamentária; b) recomendações de eventuais deficiências, com o estabelecimento de cronograma de saneamento das mesmas, quando for o caso; c) análise de manifestação dos responsáveis pelas correspondentes áreas, a respeito das deficiências encontradas em verificações anteriores, bem como análise das medidas efetivamente adotadas para saná-las",1,20/01/21,30/04/23,,18,5,2,[unsupported data type],application/pdf,TERMO DE POSSE COF 19 - Clicksign.pdf,,22/01/21,[unsupported data type],,,,
276,150,,,,"I- convocar e dirigir os trabalhos das reuniões ordinárias e extraordinárias do Conselho Fiscal; II - colocar em discussão e deliberação assuntos extra pauta, quando revestidos de caráter de urgência e relevância; III - conceder ou solicitar vistas dos processos constantes da pauta ou extra pauta; IV - decidir as questões de ordem; V - promulgar resoluções e deliberações oriundas do Conselho Fiscal; VI - assinar a correspondência dirigida pelo Conselho Fiscal ao Conselho Deliberativo e à Diretoria Executiva; IX - assinar as atas das reuniões, expedientes e pareceres ",1,15/05/15,11/05/17,,18,6,1,[unsupported data type],application/pdf,Ata COF nº 07-2015.pdf,,16/04/20,[unsupported data type],,,,
287,256,Gestão da Qualidade e de Riscos  ,,,"	- Acompanhar políticas, normas internas e procedimentos, objetivando estabelecer ferramentas de segurança nas operações da entidade, zelando pelo monitoramento e controle na aplicação destes procedimentos;  - Auxiliar na interpretação e divulgação das normas publicadas pelos órgãos reguladores, por meio da leitura das normas, para verificar qual será o seu impacto no Sistema de Gestão da Qualidade;  - Encaminhar as gerências as fragilidades identificadas e emitir recomendações, acompanhando a implantação de acordo com os prazos negociados; - Realizar a Integração de novos colaboradores sobre o Sistema de Gestão da Qualidade para que estes tenham o entendimento inicial sobre os requisitos e normal vigentes;  - Monitorar as Ações Corretivas e Ações Preventivas, a fim de avaliar o grau de eficácia dos controles sobre os riscos inerentes aos processos, juntamente com os resultados das auditorias anteriores; - Identificar a deficiência em processo, em sistema e em tarefa, promovendo a busca de solução e a programação da ação corretiva; - Elaborar o Plano Anual das Auditorias Internas do Sistema de Gestão da Qualidade, para acompanhar os Procedimentos Operacionais que são auditados ao longo do exercício; - Assessorar os Gerentes e Diretores da empresa na implantação das atividades do Sistema de Gestão da Qualidade, visando garantir sua execução dentro dos padrões estabelecidos; - Levantar e analisar os Procedimentos Operacionais existentes em todas as áreas da empresa, visando à sua padronização e formalização em procedimentos escritos, para utilização por todos os níveis organizacionais; - Atualizar o Manual do Sistema de Gestão da Qualidade e as Listas Mestras de Registros da Qualidade, visando atender aos requisitos da Norma ISO 9001:2015; - Preparar informações e materiais para a reunião de análise crítica da direção, elaborar a minuta da Ata de Análise Crítica da Direção e posteriormente encaminhar para a Diretoria revisar e discutir os assuntos; - Elaborar e realizar reunião mensal com o Gerente da DVGR sobre a Satisfação no Atendimento e Processos Administrativos abertos, para avaliar o nível de satisfação dos participantes em relação ao atendimento presencial da CELOS; Programar juntamente com as áreas técnicas a agenda da visita do Consultor Externo para realizar as auditorias do Sistema de Gestão da Qualidade da CELOS; - Atualizar os Procedimentos Operacionais na Intranet, atentando para as versões corretas dos documentos, cuidando para não estarem desatualizados; - Elaborar a ata da reunião com os Gerentes para aprovação dos Procedimentos Operacionais que possuem impacto em toda a CELOS; - Fazer o ""follow-up"" das recomendações feitas às áreas auditadas para verificar a sua implementação ou as ações corretivas adotadas; - Acompanhar juntamente com as áreas técnicas as avaliações realizadas dos Fornecedores da CELOS, conforme preconiza o PO n° 38; - Programar a visita do Auditor Externo do Sistema de Gestão da Qualidade, visando à permanência com o certificado da ISO 9001:2008;",1,22/02/21,,5,2,,,[unsupported data type],,,,,[unsupported data type],,,,
290,135,,,,"Examinar e dar parecer sobre o balanço anual e os balancetes podendo para tanto, examinar quaisquer demonstrações financeiras, e contábeis, bem como as contas e demais aspectos econômico-financeiros; II - lavrar em livro de ata e pareceres o resultado dos exames procedidos; III - apontar as irregularidades eventualmente verificadas, sugerindo medidas saneadoras e solicitando ao Conselho Deliberativo uma reunião para informá-lo a respeito. IV - emitir semestralmente relatórios de controles internos, que contemplem: 12 a) conclusões dos exames efetuados, sobre a aderência da gestão dos recursos garantidores dos planos de benefícios às normas em vigor e à política de investimentos, a aderência das premissas e hipóteses atuariais e a execução orçamentária; b) recomendações de eventuais deficiências, com o estabelecimento de cronograma de saneamento das mesmas, quando for o caso; c) análise de manifestação dos responsáveis pelas correspondentes áreas, a respeito das deficiências encontradas em verificações anteriores, bem como análise das medidas efetivamente adotadas para saná-las.",1,12/05/21,30/04/25,,18,5,1,[unsupported data type],application/pdf,TERMO DE POSSE COF 20 - Clicksign.pdf,,17/05/21,[unsupported data type],,,,
291,259,,,,"examinar e dar parecer sobre o balanço anual e os balancetes podendo para tanto, examinar quaisquer demonstrações financeiras, e contábeis, bem como as contas e demais aspectos econômico-financeiros; II - lavrar em livro de ata e pareceres o resultado dos exames procedidos; III - apontar as irregularidades eventualmente verificadas, sugerindo medidas saneadoras e solicitando ao Conselho Deliberativo uma reunião para informá-lo a respeito. IV - emitir semestralmente relatórios de controles internos, que contemplem: 12 a) conclusões dos exames efetuados, sobre a aderência da gestão dos recursos garantidores dos planos de benefícios às normas em vigor e à política de investimentos, a aderência das premissas e hipóteses atuariais e a execução orçamentária; b) recomendações de eventuais deficiências, com o estabelecimento de cronograma de saneamento das mesmas, quando for o caso; c) análise de manifestação dos responsáveis pelas correspondentes áreas, a respeito das deficiências encontradas em verificações anteriores, bem como análise das medidas efetivamente adotadas para saná-las.",1,12/05/21,30/04/25,,18,5,1,[unsupported data type],,,,,[unsupported data type],,,,
284,226,"FATURAMENTO MÉDICO, ATUALIZAÇÃO DE TABELAS E CARGA DE FATURAS",,,"¿ Realizar o processo de Cargas e Faturas; ¿ Consistir o movimento de contas médicas, executar o processo e recursos de glosas; ¿ Analisar e proceder a auditoria operacional dos movimentos dos prestadores de serviços em saúde (Rede Indireta e Direta); ¿ Realizar outras atividades compatíveis com a função, quando solicitado pelo gestor. ¿ Realizar contato com prestadores de serviço ¿ Rede Direta e Indireta, para auxiliar e/ou orientar sobre o faturamento. ¿ Solicitação de nota fiscal; ¿ Integração ao contas a pagar; ¿ Retorno aos beneficiários, referentes a questionamentos de descontos relativos ao plano de saúde.",1,01/11/20,,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
289,258,Atuário Interno CELOS,,,"Realização a interface entre a CELOS e a consultoria atuarial externa ajudando a gestora na interpretação dos resultados atuariais;  Acompanhamento das avaliações e reavaliações atuariais periódicas junto à consultoria atuarial externa;  Auxilio na elaboração de notas técnicas atuariais;  Acompanhamento do desempenho da Entidade em relação à meta atuarial;  Auxilio no atendimento a auditoria interna e externa da organização e da Patrocinadora, bem como nas fiscalizações da PREVIC e demais órgãos competentes;   Apoiar as diversas áreas na interpretação e aplicação das políticas e legislação;  Apoio na elaboração mensal das estatísticas e indicadores previdenciários;  Auxilio na revisão e alteração dos regulamentos dos Planos Previdenciários;  Auxilio no acompanhamento validação das fases de desenvolvimento, manutenção ou revisão de sistemas informatizados.",1,22/04/21,,9,14,,,[unsupported data type],,,,,[unsupported data type],,,,
292,260,,,,"Examinar e dar parecer sobre o balanço anual e os balancetes podendo para tanto, examinar quaisquer demonstrações financeiras, e contábeis, bem como as contas e demais aspectos econômico-financeiros; II - lavrar em livro de ata e pareceres o resultado dos exames procedidos; III - apontar as irregularidades eventualmente verificadas, sugerindo medidas saneadoras e solicitando ao Conselho Deliberativo uma reunião para informá-lo a respeito. IV - emitir semestralmente relatórios de controles internos, que contemplem: 12 a) conclusões dos exames efetuados, sobre a aderência da gestão dos recursos garantidores dos planos de benefícios às normas em vigor e à política de investimentos, a aderência das premissas e hipóteses atuariais e a execução orçamentária; b) recomendações de eventuais deficiências, com o estabelecimento de cronograma de saneamento das mesmas, quando for o caso; c) análise de manifestação dos responsáveis pelas correspondentes áreas, a respeito das deficiências encontradas em verificações anteriores, bem como análise das medidas efetivamente adotadas para saná-las.",1,12/05/21,30/04/25,,18,4,1,[unsupported data type],,,,,[unsupported data type],,,,
293,261,,,,"examinar e dar parecer sobre o balanço anual e os balancetes podendo para tanto, examinar quaisquer demonstrações financeiras, e contábeis, bem como as contas e demais aspectos econômico-financeiros; II - lavrar em livro de ata e pareceres o resultado dos exames procedidos; III - apontar as irregularidades eventualmente verificadas, sugerindo medidas saneadoras e solicitando ao Conselho Deliberativo uma reunião para informá-lo a respeito. IV - emitir semestralmente relatórios de controles internos, que contemplem: 12 a) conclusões dos exames efetuados, sobre a aderência da gestão dos recursos garantidores dos planos de benefícios às normas em vigor e à política de investimentos, a aderência das premissas e hipóteses atuariais e a execução orçamentária; b) recomendações de eventuais deficiências, com o estabelecimento de cronograma de saneamento das mesmas, quando for o caso; c) análise de manifestação dos responsáveis pelas correspondentes áreas, a respeito das deficiências encontradas em verificações anteriores, bem como análise das medidas efetivamente adotadas para saná-las.",1,12/05/21,30/04/25,,18,4,1,[unsupported data type],application/pdf,TERMO DE POSSE COF 20 - Clicksign.pdf,,17/05/21,[unsupported data type],,,,
